Pixel : 
(18, 93, 25)
(91, 222, 108)
(246, 105, 182)
(11, 196, 98)
(252, 69, 250)
(178, 253, 82)
(115, 226, 173)
(133, 160, 123)
(98, 70, 11)
(110, 100, 66)
(182, 45, 8)
(93, 103, 147)
(56, 14, 218)
(18, 62, 224)
(36, 26, 69)
(171, 38, 63)
(34, 15, 127)
(191, 97, 129)
(17, 88, 200)
(22, 243, 15)
(115, 255, 26)
(175, 14, 68)
(157, 20, 83)
(45, 70, 55)
(116, 170, 143)
(127, 236, 192)
(205, 11, 15)
(7, 216, 50)
(76, 201, 103)
(28, 54, 246)
(174, 39, 124)
(118, 14, 93)
(100, 178, 208)
(133, 24, 97)
(227, 195, 196)
(64, 209, 188)
(166, 201, 41)
(173, 214, 197)
(139, 178, 112)
(234, 14, 141)
(39, 127, 91)
(243, 167, 172)
(162, 192, 135)
(109, 130, 4)
(226, 37, 190)
(198, 65, 67)
(90, 221, 37)
(172, 34, 197)
(8, 185, 241)
(148, 59, 237)
(95, 47, 164)
(56, 28, 50)
(120, 64, 178)
(67, 171, 228)
(111, 106, 135)
(98, 200, 146)
(150, 80, 38)
(44, 124, 222)
(102, 40, 120)
(177, 106, 227)
(104, 139, 54)
(84, 120, 162)
(211, 225, 94)
(160, 98, 251)
(231, 183, 120)
(211, 246, 235)
(68, 28, 156)
(81, 240, 15)
(108, 135, 72)
(110, 25, 230)
(14, 9, 174)
(93, 46, 54)
(84, 32, 10)
(158, 205, 51)
(218, 175, 169)
(134, 212, 162)
(127, 120, 89)
(56, 217, 186)
(10, 56, 232)
(189, 114, 224)
(144, 105, 111)
(135, 8, 44)
(20, 199, 141)
(228, 241, 150)
(180, 14, 139)
(199, 27, 10)
(16, 235, 136)
(138, 128, 95)
(139, 32, 161)
(161, 110, 209)
(14, 239, 224)
(228, 12, 99)
(51, 40, 21)
(12, 0, 181)
(87, 180, 128)
(84, 246, 125)
(235, 70, 243)
(163, 165, 121)
(78, 97, 215)
(183, 150, 232)
(101, 141, 74)
(77, 169, 247)
(154, 211, 188)
(147, 118, 99)
(18, 124, 106)
(173, 221, 160)
(166, 10, 26)
(33, 198, 50)
(206, 1, 85)
(124, 160, 253)
(221, 190, 214)
(213, 24, 230)
(170, 64, 33)
(119, 176, 71)
(235, 19, 148)
(146, 132, 87)
(233, 24, 197)
(146, 166, 55)
(11, 245, 47)
(20, 118, 163)
(63, 101, 219)
(216, 82, 101)
(121, 156, 209)
(45, 11, 51)
(114, 92, 13)
(169, 63, 6)
(207, 46, 94)
(75, 34, 72)
(200, 159, 89)
(151, 28, 7)
(157, 125, 105)
(207, 33, 139)
(220, 83, 150)
(6, 137, 115)
(223, 8, 132)
(35, 64, 194)
(248, 183, 35)
(118, 200, 142)
(212, 182, 236)
(40, 252, 35)
(125, 81, 63)
(128, 27, 253)
(150, 255, 55)
(142, 210, 161)
(51, 15, 185)
(47, 104, 113)
(171, 94, 0)
(103, 78, 3)
(182, 32, 46)
(248, 15, 56)
(33, 134, 48)
(168, 181, 139)
(6, 221, 254)
(125, 236, 157)
(252, 177, 51)
(93, 9, 202)
(134, 59, 187)
(218, 121, 214)
(128, 202, 45)
(6, 118, 57)
(123, 52, 220)
(121, 132, 9)
(242, 137, 23)
(132, 7, 0)
(207, 102, 77)
(64, 181, 200)
(149, 151, 101)
(228, 101, 213)
(103, 123, 0)
(53, 54, 136)
(12, 199, 182)
(29, 2, 25)
(17, 3, 174)
(33, 8, 249)
(92, 70, 78)
(99, 156, 236)
(229, 110, 64)
(255, 47, 157)
(51, 144, 100)
(244, 229, 79)
(108, 242, 225)
(244, 71, 146)
(155, 171, 153)
(214, 100, 147)
(53, 227, 130)
(182, 201, 70)
(101, 38, 153)
(157, 135, 224)
(42, 101, 202)
(134, 239, 142)
(155, 64, 150)
(130, 173, 245)
(36, 120, 107)
(200, 45, 68)
(156, 21, 223)
(230, 208, 209)
(206, 29, 137)
(75, 27, 18)
(177, 154, 4)
(184, 227, 181)
(12, 149, 216)
(253, 123, 79)
(207, 57, 213)
(117, 31, 178)
(235, 225, 13)
(151, 171, 71)
(252, 48, 102)
(97, 250, 178)
(77, 209, 238)
(158, 241, 122)
(101, 217, 87)
(103, 125, 73)
(22, 91, 43)
(212, 235, 77)
(198, 13, 54)
(119, 66, 147)
(11, 41, 204)
(196, 168, 188)
(186, 142, 134)
(117, 72, 167)
(78, 142, 58)
(225, 158, 179)
(134, 46, 124)
(125, 199, 15)
(45, 158, 204)
(172, 224, 99)
(91, 148, 50)
(224, 64, 2)
(57, 185, 209)
(8, 245, 62)
(89, 70, 241)
(59, 179, 45)
(240, 12, 245)
(225, 211, 202)
(66, 92, 92)
(130, 126, 19)
(130, 20, 155)
(210, 146, 68)
(95, 187, 132)
(130, 133, 23)
(84, 231, 77)
(7, 224, 210)
(62, 133, 85)
(41, 108, 39)
(124, 76, 208)
(25, 53, 120)
(68, 126, 220)
(191, 42, 194)
(202, 103, 193)
(52, 106, 47)
(137, 77, 158)
(158, 62, 92)
(142, 220, 53)
(162, 247, 147)
(18, 15, 116)
(131, 164, 67)
(93, 26, 146)
(45, 175, 59)
(107, 3, 51)
(187, 38, 77)
(53, 47, 197)
(67, 179, 111)
(166, 37, 199)
(31, 195, 252)
(183, 174, 141)
(132, 129, 211)
(168, 150, 87)
(27, 192, 70)
(20, 101, 239)
(61, 55, 90)
(119, 67, 43)
(15, 137, 7)
(252, 29, 122)
(181, 100, 105)
(62, 182, 90)
(138, 218, 123)
(243, 202, 92)
(179, 208, 103)
(61, 222, 196)
(197, 119, 145)
(72, 224, 62)
(4, 3, 24)
(130, 234, 45)
(249, 116, 146)
(152, 6, 237)
(218, 239, 157)
(161, 118, 166)
(78, 84, 168)
(121, 172, 24)
(175, 43, 77)
(52, 183, 34)
(224, 199, 120)
(23, 233, 216)
(224, 106, 242)
(120, 143, 236)
(17, 247, 72)
(211, 135, 198)
(182, 199, 147)
(27, 7, 236)
(146, 129, 49)
(216, 43, 182)
(253, 230, 239)
(184, 45, 242)
(160, 148, 123)
(255, 197, 226)
(87, 35, 223)
(122, 26, 16)
(177, 107, 119)
(85, 156, 48)
(218, 133, 201)
(51, 180, 195)
(207, 194, 100)
(57, 141, 248)
(225, 28, 204)
(112, 247, 178)
(163, 171, 178)
(170, 94, 74)
(207, 225, 246)
(0, 34, 54)
(152, 197, 172)
(199, 173, 120)
(114, 48, 156)
(204, 216, 154)
(71, 129, 3)
(67, 200, 68)
(142, 197, 86)
(247, 50, 135)
(49, 231, 153)
(104, 20, 102)
(253, 108, 174)
(121, 28, 39)
(140, 45, 43)
(95, 60, 0)
(105, 158, 242)
(95, 124, 244)
(113, 92, 41)
(84, 230, 205)
(176, 158, 242)
(200, 31, 186)
(212, 79, 151)
(173, 10, 206)
(2, 235, 251)
(145, 28, 117)
(82, 184, 18)
(213, 201, 112)
(11, 47, 181)
(255, 76, 184)
(233, 196, 226)
(69, 216, 140)
(148, 233, 205)
(53, 28, 171)
(142, 157, 61)
(181, 80, 149)
(252, 82, 147)
(59, 4, 6)
(105, 224, 95)
(157, 60, 96)
(148, 136, 243)
(18, 92, 202)
(255, 193, 114)
(55, 38, 88)
(117, 143, 8)
(96, 103, 102)
(230, 79, 107)
(250, 9, 49)
(143, 228, 159)
(107, 42, 65)
(41, 157, 51)
(171, 4, 172)
(10, 77, 106)
(225, 82, 66)
(111, 202, 213)
(105, 177, 181)
(171, 238, 6)
(229, 189, 159)
(212, 146, 125)
(68, 220, 182)
(7, 194, 244)
(84, 128, 175)
(63, 242, 89)
(165, 112, 21)
(15, 95, 214)
(255, 50, 100)
(68, 82, 4)
(82, 75, 76)
(92, 101, 96)
(63, 30, 42)
(139, 34, 181)
(167, 197, 237)
(1, 79, 10)
(103, 108, 5)
(205, 221, 115)
(134, 94, 246)
(181, 36, 25)
(12, 194, 203)
(197, 125, 33)
(251, 91, 20)
(47, 103, 200)
(112, 25, 171)
(255, 83, 187)
(203, 135, 234)
(203, 181, 34)
(237, 71, 211)
(71, 111, 61)
(79, 67, 219)
(187, 191, 219)
(35, 65, 134)
(246, 54, 87)
(171, 232, 19)
(215, 122, 192)
(164, 72, 183)
(150, 215, 137)
(210, 1, 47)
(184, 1, 56)
(15, 238, 101)
(146, 113, 159)
(15, 205, 157)
(150, 8, 195)
(184, 177, 141)
(243, 159, 152)
(201, 10, 190)
(156, 170, 215)
(20, 127, 89)
(187, 51, 92)
(11, 180, 126)
(61, 71, 22)
(82, 96, 165)
(211, 16, 78)
(212, 245, 29)
(174, 57, 125)
(136, 238, 38)
(227, 170, 211)
(201, 143, 36)
(111, 57, 96)
(180, 193, 140)
(119, 191, 212)
(114, 169, 102)
(125, 95, 201)
(47, 130, 20)
(80, 14, 5)
(6, 4, 57)
(214, 204, 245)
(170, 81, 130)
(101, 167, 87)
(8, 139, 87)
(6, 255, 161)
(64, 90, 127)
(48, 192, 146)
(147, 248, 173)
(78, 49, 227)
(135, 213, 76)
(219, 231, 2)
(236, 183, 52)
(16, 172, 65)
(184, 186, 70)
(89, 50, 195)
(158, 3, 65)
(23, 58, 232)
(242, 13, 0)
(131, 95, 63)
(97, 175, 70)
(32, 182, 28)
(237, 108, 152)
(198, 193, 1)
(31, 89, 170)
(74, 150, 221)
(142, 190, 140)
(120, 203, 27)
(157, 182, 113)
(25, 220, 174)
(10, 219, 255)
(212, 2, 124)
(225, 192, 230)
(168, 13, 148)
(217, 74, 66)
(63, 185, 146)
(224, 46, 226)
(44, 251, 189)
(148, 75, 44)
(24, 187, 24)
(88, 219, 211)
(112, 139, 23)
(107, 145, 208)
(97, 150, 231)
(80, 73, 220)
(98, 54, 67)
(170, 159, 186)
(147, 104, 52)
(70, 55, 225)
(247, 162, 120)
(34, 125, 170)
(245, 155, 134)
(170, 130, 94)
(170, 88, 217)
(46, 163, 62)
(47, 47, 217)
(18, 57, 66)
(156, 223, 121)
(29, 113, 130)
(178, 64, 230)
(65, 206, 233)
(208, 92, 92)
(154, 135, 82)
(20, 238, 241)
(65, 36, 130)
(117, 73, 160)
(83, 208, 52)
(164, 105, 99)
(92, 144, 190)
(143, 30, 180)
(112, 236, 220)
(161, 86, 75)
(46, 101, 166)
(231, 7, 219)
(225, 77, 19)
(62, 193, 43)
(244, 106, 218)
(85, 235, 160)
(159, 170, 133)
(136, 59, 185)
(110, 16, 214)
(56, 13, 71)
(64, 229, 111)
(66, 5, 225)
(224, 3, 40)
(169, 134, 177)
(213, 107, 228)
(43, 6, 146)
(23, 84, 111)
(209, 123, 179)
(232, 253, 151)
(145, 214, 164)
(127, 68, 136)
(57, 113, 229)
(212, 89, 48)
(143, 218, 158)
(105, 169, 140)
(69, 176, 156)
(73, 3, 148)
(123, 114, 92)
(137, 61, 160)
(254, 235, 176)
(19, 53, 11)
(154, 83, 221)
(146, 230, 83)
(158, 124, 58)
(168, 45, 189)
(7, 206, 78)
(8, 14, 108)
(132, 52, 105)
(77, 160, 116)
(126, 37, 60)
(73, 184, 114)
(47, 20, 153)
(238, 37, 2)
(147, 98, 192)
(200, 63, 93)
(125, 174, 25)
(213, 163, 44)
(151, 16, 165)
(148, 74, 164)
(163, 46, 209)
